SRA_Run,biosample,geo_loc_name,marine_region,geographic_location(region_and_locality),lat_lon,geographic_location(latitude),geographic_location(longitude),geographic_location(depth),latitude_start,latitude_end,longitude_start,longitude_end,submission
SRR10090628,GSM4072298,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
ERR1719306,SAMEA2620500,,,,"(latituden=-21.5043, longitudee=54.3563)",,,,-21.5043,-21.4603,54.3563,54.3052,EBI; 2014-10-14
SRR1656917,SRS747884,,,USA: Gulf of Mexico,27.43 N 90.56 W,,,,,,,,"Kent State University, XINXIN LU; 2014-11-17"
SRR7842613,SAMN09209283,,,China: Hong Kong,22.28 N 114.13 E,,,,,,,,"The University Hong Kong, Yulin Wang; 2018-05-15"
SRR10584547,SRS5759704,,,Netherlands:Wageningen,,,,,,,,,"Wageningen University and Research, JIE LIAN; 2019-12-01"
SRR6435866,SRS2803050,,,USA: Wisconsin,43.099 N 89.405 W,,,,,,,,JGI; 2017-01-25
SRR1238093,SRS591919,,,China:Hangzhou,30.26 N 120.24 E,,,,,,,,"China Agricultural University, Ang Hu; 2014-04-15"
SRR8405205,SAMN08778584,,,Czech Republic: South Bohemian Region,49.0440 N 13.6170 E,,,,,,,,JGI; 2018-03-22
SRR8485593,SAMN10817729,,,China:Guangzhou SBR_BY7,23.1 N 113.4 E,,,,,,,,"School of Environmental Science and Engineering, Guangzhou University, Jia Yan; 2019-01-25"
SRR8443436,SRS4252252,,,USA: Montana,45.7544 N 113.9092 W,,,,,,,,JGI; 2018-10-30
SRR8529667,SAMN09092705,,,"USA: Yellowstone National Park, Wyoming",44.7219 N 110.7021 W,,,,,,,,JGI; 2018-05-08
SRR7842607,SAMN09209287,,,China: Hong Kong,22.28 N 114.13 E,,,,,,,,"The University Hong Kong, Yulin Wang; 2018-05-15"
ERR566377,ERS506651,,,"Norfolk, Bawburgh Farm",,52.6333,1.1833,,,,,,EBI; 2014-09-19
SRR5249695,SAMN06268336,,,USA: University of North Carolina,35.9082 N 79.0499 W,,,,,,,,JGI; 2017-01-25
SRR7949682,SRS3870193,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-05-11
SRR11362476,SRS6349915,,,South Korea: Seoul,37.505580 N 126.955897 E,,,,,,,,"Chung-Ang Univiersity, ByungHee Chun; 2020-03-20"
SRR3939258,SAMN05426730,,,Pacific Ocean: California Current System,42.67 N 125 W,,,,,,,,"University of North Carolina at Chapel Hill, Natalie Cohen; 2016-07-21"
SRR5208055,SAMN06267436,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
ERR1712049,SAMEA2656955,,,,"(latituden=41.6663, longitudee=2.7994)",,,,41.6663,43.5943,2.7994,7.3321,EBI; 2014-07-17
SRR5500226,SRS2162860,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR11558542,SAMN14515403,,,USA: Utah,38.9383 N 110.1342 W,,,,,,,,JGI; 2020-04-01
SRR6959051,SAMN08776896,,,"USA: Emeryville, California",37.8300 N 122.2900 W,,,,,,,,JGI; 2018-03-22
SRR3933544,SAMN05416867,,,Canada:Atlantic,47.000 N 48.471 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR10849941,SAMN12812625,,,USA: West Virginia,39.6475 N 79.9369 W,,,,,,,,JGI; 2019-09-22
SRR9034343,SRS4740655,,,USA: Pennsylvania,40.7997 N 77.8629 W,,,,,,,,JGI; 2019-04-25
ERR3587094,SAMEA2620306,,"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)",,"(latituden=2.815, longitudee=71.534)",,,,2.815,2.7906,71.534,71.4856,EBI; 2019-10-10
SRR5428642,SRS2109288,,,"USA:Duke University, North Carolina, USA",36.0014 N 78.938218 W,,,,,,,,JGI; 2017-01-25
SRR6336472,SAMN08100462,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR6399641,SAMN08216052,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR5818291,SRS2347755,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR6960797,SRS3140168,,,USA: Illinois,41.8400 N 87.6800 W,,,,,,,,JGI; 2018-03-22
SRR2089085,SAMN03792252,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR11967913,SRS6810257,,,Southern Ocean,77.619 S 165.413 E,,,,,,,,"J. Craig Venter Institute, Andrew Allen; 2020-06-06"
SRR10849399,SRS5959498,,,USA: West Virginia,39.6475 N 79.9369 W,,,,,,,,JGI; 2019-09-22
ERR3586857,ERS493375,,,,"(latituden=31.528, longitudee=-159.0224)",,,,31.528,31.5319,-159.0224,-159.0668,EBI; 2019-10-10
SRR8550084,SRS4343145,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR8098555,SAMN09091664,,,USA: Michigan,42.3948 N 85.3738 W,,,,,,,,JGI; 2018-05-08
SRR8551049,SAMN10864663,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR6824279,SRS3034323,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2017-09-11
SRR6824964,SAMN07630368,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2017-09-11
SRR3933508,SRS1572465,,,Canada:Atlantic,46.431 N 48.480 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR11968209,SRS6810544,,,Southern Ocean,77.619 S 165.413 E,,,,,,,,"J. Craig Venter Institute, Andrew Allen; 2020-06-06"
DRR066268,DRS097739,,,"Japan:Iwate, Otsuchi Bay",39.20 N 141.93 E,,,,,,,,"Atmosphere and Ocean Research Institute, The University of Tokyo; 2019-06-01"
SRR7632665,SRS3617494,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,,,,,,,"University of Hawaii, John Eppley; 2018-07-24"
SRR7080899,SAMN08778075,,,Canada: Quebec,47.2719 N 71.2088 W,,,,,,,,JGI; 2018-03-22
SRR11622450,SRS6545569,,,USA: Florida,26.6539 N 80.6288 W,,,,,,,,JGI; 2020-03-31
SRR10748762,SRS5869748,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.79917 N 158.56967 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR5204262,SAMN06267579,,,"USA:Madison, Wisconsin, USA",43.076217 N 89.411742 W,,,,,,,,JGI; 2017-01-25
SRR6808583,SRS3021369,,,missing,,,,,,,,,"Shandong University, Dashuai Mu; 2018-01-31"
SRR10748769,SAMN13639898,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.73767 N 158.69367 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
ERR3322271,SAMEA5564709,,,Sweden,,56°55.851,17°03.640,2,,,,,EBI; 2020-07-29
SRR7523318,SRS3547795,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR1719463,SAMEA2622660,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.9971, longitudee=-139.1963)",,,,-8.9971,-8.9721,-139.1963,-139.2742,EBI; 2014-07-17
SRR1276189,SAMN02767158,,,missing,,,,,,,,,"Duke Univ, Hui Liao; 2014-05-07"
SRR8535511,SAMN10864994,,,Canada: British Columbia,49.68 N 124.009 W,,,,,,,,JGI; 2019-02-01
SRR8438248,SAMN10350594,,,USA: New York,45.0061 N 74.7949 W,,,,,,,,JGI; 2018-10-30
SRR7976269,SRS3887478,,,"USA: Emeryville, California",37.8300 N 122.2900 W,,,,,,,,JGI; 2018-03-22
ERR1711907,ERS489543,,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),,"(latituden=-16.957, longitudee=53.9801)",,,,-16.957,-17.2387,53.9801,53.9775,EBI; 2014-07-17
SRR9649839,SAMN11510584,,,Norway: Bergen,60.2696 N 5.2187 E,,,,,,,,JGI; 2019-04-25
SRR9938999,SAMN12511914,,,Singapore,1.332 N 103.749 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
ERR1719154,SAMEA2656969,,"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)",,"(latituden=-32.2188, longitudee=17.7054)",,,,-32.2188,-32.2164,17.7054,17.705,EBI; 2014-07-17
SRR9015787,SRS4725404,,,USA: California,33.7416 N 117.7042 W,,,,,,,,JGI; 2019-04-25
ERR3587197,ERS492642,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.9971, longitudee=-139.1963)",,,,-8.9971,-8.9721,-139.1963,-139.2742,EBI; 2014-09-13
SRR7538189,SRS3559984,,,USA: Massachusetts,42.481016 N 72.178343 W,,,,,,,,JGI; 2018-05-11
SRR11178181,SAMN14206067,,,USA: Pacific Ocean,33.71 N 118.26 W,,,,,,,,"Woods Hole Oceanographic Institution, Sarah Hu; 2020-02-25"
SRR9646738,SAMN11511901,,,USA: Washington,47.6519 N 122.3113 W,,,,,,,,JGI; 2019-04-25
ERR3586775,SAMEA2623516,,"(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)",,"(latituden=25.6236, longitudee=-88.45)",,,,25.6236,25.6405,-88.45,-88.4085,EBI; 2019-10-10
SRR5098038,SAMN06112475,,,Singapore,1.35 N 103.82 E,,,,,,,,"NTU, CHUAN HAO TAN; 2016-12-06"
ERR1719249,ERS492904,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.892, longitudee=-142.6358)",,,,-8.892,-8.8899,-142.6358,-142.6488,EBI; 2014-07-17
SRR12284397,SAMN15596728,,,Australia: Roxby Downs,30.4704 S 137.1363 E,,,,,,,,"Monash University, Rachael Lappan; 2020-07-22"
SRR10416382,SAMN13229236,,,,,,,,,,,,"Lehrstuhl Ökologische Mikrobiologie (ÖMIK), Universitaet Bayreuth, Tillmann Lueders; 2019-11-07"
ERR3586814,SAMEA2623219,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.931, longitudee=-121.8645)",,,,32.931,32.9923,-121.8645,-121.8558,EBI; 2019-10-10
SRR7803993,SAMN09990275,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
ERR1719497,ERS493572,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.9903, longitudee=-121.8463)",,,,32.9903,32.9909,-121.8463,-121.8438,EBI; 2016-11-11
SRR5839259,SAMN06264684,,,Canada: Quebec,45.4091 N 72.0994 W,,,,,,,,JGI; 2017-01-25
SRR1601412,SAMN03079630,,,USA,41.7667 N 83.3086 W,,,,,,,,"Stony Brook University, Matthew Harke; 2014-09-25"
SRR5833954,SRS2360481,,,USA: Wisconsin,46.008 N 89.701 W,,,,,,,,JGI; 2017-01-25
SRR5826626,SRS2354973,,,USA: California,37.97 N 119.07 W,,,,,,,,"Colorado School of Mines, Blake Stamps; 2017-05-23"
SRR10090653,SRS5365838,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
SRR7007216,SRS3170646,,,USA: Colorado,38.9195 N 106.9496 W,,,,,,,,JGI; 2018-03-22
SRR6820491,SAMN08667638,,,"Norway: Aas, norwegian university of life sciences",59.6 N 10.8 E,,,,,,,,"Norwegian University of Life Science, Benoit Kunath; 2018-03-09"
SRR8549482,SRS4342635,,,Norway: Oslo,59.9979 N 10.7895 E,,,,,,,,JGI; 2019-02-01
ERR3587134,SAMEA2621198,,"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)",,"(latituden=-20.9354, longitudee=-35.1803)",,,,-20.9354,-21.0073,-35.1803,-35.3344,EBI; 2014-09-13
SRR5212540,SRS1946183,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
DRR067261,SAMD00057760,,,Pacific Ocean,46.9718 N 166.7472 E,,,,,,,,"Research and Development Center for Marine Biosciences, Japan Agency for Marine-Earth Science and Technology (JAMSTEC); 2018-06-05"
SRR7963487,SAMN09094723,,,USA: New York,45.0061 N 74.7949 W,,,,,,,,JGI; 2018-05-08
ERR3587005,ERS492043,,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",,"(latituden=-0.0283, longitudee=-84.5862)",,,,-0.0283,0.0422,-84.5862,-84.6168,EBI; 2019-10-10
ERR1719155,ERS493519,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.9986, longitudee=-121.7698)",,,,32.9986,33.0234,-121.7698,-121.736,EBI; 2015-05-06
SRR11541446,SRS6476633,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR3933433,SAMN05416881,,,Canada:Atlantic,47.000 N 48.288 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR8840728,SRS4573817,,,"USA:Milwaukee, Wisconsin, USA",43.0230 N 87.8950 W,,,,,,,,JGI; 2017-01-25
SRR3322145,SAMN04549200,,,"USA: Quantuck Bay, NY",40.806395 N 72.621002 W,,,,,,,,"James Madison University, Louie Wurch; 2016-03-13"
SRR2089103,SAMN03792270,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR8535510,SAMN10864872,,,Canada: British Columbia,49.68 N 124.009 W,,,,,,,,JGI; 2019-02-01
SRR3731702,SAMN05300427,,,Antarctica,73.30 S 113.02 W,,,,,,,,"Chungbuk National University, So-Jeong Kim; 2016-06-28"
SRR8549889,SAMN10864875,,,Norway: Oslo,59.997 N 10.7902 E,,,,,,,,JGI; 2019-02-01
SRR1204579,SRS581963,,,Atlantic Ocean:Western Tropical North Atlantic Ocean,11.31 N 56.43 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-02-05"
SRR11414093,SRS6376040,,,USA:Urbana,40.12 N 88.20 W,,,,,,,,"University of Illinois at Urbana-Champaign, Ran Mei; 2020-03-25"
SRR6399896,SAMN08216238,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7080226,SAMN08777750,,,USA: Pennsylvania,41.1752 N 78.4168 W,,,,,,,,JGI; 2018-03-22
SRR5123542,SRS1873104,,,Brazil:Amazon River,1.55141 S 55.31543 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2016-10-28"
ERR1719242,SAMEA2656999,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=39.3885, longitudee=19.3906)",,,,39.3885,39.3837,19.3906,19.3936,EBI; 2014-07-17
ERR3586976,SAMEA2621307,,,,"(latituden=-40.6511, longitudee=-52.182)",,,,-40.6511,-40.6494,-52.182,-52.1546,EBI; 2019-10-10
SRR2134353,SRS1016675,,,Saudi Arabia: Red Sea,24.43 N 36.16 E,,,,,,,,"King Abdullah University of Science and Technology, Mohamed Fauzi Haroon; 2015-07-29"
SRR7533622,SAMN09202448,,,USA: Massachusetts,42.481016 N 72.178343 W,,,,,,,,JGI; 2018-05-11
SRR5079668,SAMN06050823,,,USA: Lake Erie,41.792778 N 83.152157 W,,,,,,,,"University of Tennessee Knoxville, Joshua Stough; 2016-11-23"
ERR1719443,SAMEA2622182,,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",,"(latituden=-5.2529, longitudee=-85.1545)",,,,-5.2529,-5.254,-85.1545,-85.2248,EBI; 2014-07-17
ERR3586685,SAMEA4397942,,[AO] Arctic Ocean (MRGID:1906),,,,,,71.8895,71.9208,-154.9101,-154.9367,EBI; 2016-10-29
ERR3587007,SAMEA2622380,,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",,"(latituden=-2.0133, longitudee=-84.589)",,,,-2.0133,-1.972,-84.589,-84.601,EBI; 2019-10-10
SRR1596050,SAMN03079619,,,USA,41.7100 N 83.2971 W,,,,,,,,"Stony Brook University, Matthew Harke; 2014-09-25"
SRR8844660,SRS4578150,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2017-01-25
SRR7970057,SRS3882416,,,Antarctica:Arthur Harbor,64.77253 S 64.054111 W,,,,,,,,"UC San Diego, Jeff Bowman; 2018-10-05"
SRR6324899,SAMN08096583,,,Canada: Varennes,45.700921 N 73.430375 W,,,,,,,,"Institut National de la Recherche Scientifique, Etienne Yergeau; 2017-11-24"
SRR9938977,SRS5245238,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR12335137,SRS7099123,,,Indian Ocean: Subantarctic,46.5954 S 142.0314 E,,,,,,,,JGI; 2020-03-31
SRR6435395,SRS2802665,,,USA: Wisconsin,46.008 N 89.701 W,,,,,,,,JGI; 2017-01-25
SRR8797637,SRS4328500,,,"USA: Pensacola Municipal Beach, FL",30.32 N 87.17 W,,,,,,,,"Georgia Institute of Technology, Will Overholt; 2019-02-05"
SRR11649088,SAMN14510673,,,Sweden: Baltic Sea,57.4336 N 16.6836 E,,,,,,,,JGI; 2020-03-31
SRR7168037,SAMN09060585,,,Pacific Ocean: Mariana Back-Arc Basin vent fields,18.21359 N 144.70748 E,,,,,,,,"WHOI, Elizabeth Trembath-Reichert; 2018-05-03"
SRR7970110,SRS3882363,,,Antarctica:Arthur Harbor,64.78205 S 64.07934 W,,,,,,,,"UC San Diego, Jeff Bowman; 2018-10-05"
SRR5834143,SAMN06265129,,,USA: Wisconsin,46.041 N 89.686 W,,,,,,,,JGI; 2017-01-25
SRR9016653,SAMN11510367,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-04-25
ERR1712009,ERS491431,,"(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)",,"(latituden=-34.0614, longitudee=-73.1066)",,,,-34.0614,-33.8785,-73.1066,-73.0369,EBI; 2016-10-29
SRR9301153,SAMN12037190,,,not applicable,,,,,,,,,"University of Colorado, Carolyn Decker; 2019-06-12"
SRR3710728,SRS1520962,,,missing,48.35 N 123.3 W,,,,,,,,JGI; 2016-06-13
ERR3170084,SAMEA5366167,,,Denmark,,55.57524,9.747566,,,,,,EBI; 2019-04-01
ERR2497749,SAMEA1061448,,,Baltic Sea,,58.5849,18.2327,,,,,,EBI; 2018-04-08
ERR550525,SAMEA2611384,,(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895),,,,,,33.9178,33.9176,32.8849,32.8828,EBI; 2014-06-25
SRR6808587,SRS3021365,,,missing,,,,,,,,,"Shandong University, Dashuai Mu; 2018-01-31"
SRR11541433,GSM4475208,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR8550272,SRS4343303,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR1011422,9,,,,,,,,,,,,WUGSC; 2008-04-04
SRR9646741,SAMN11511957,,,USA: Washington,47.6519 N 122.3113 W,,,,,,,,JGI; 2019-04-25
SRR6048894,SAMN07647719,,,USA: Pacific Ocean,24.54987 N 156.33178 W,,,,,,,,"University of Southern California, Sarah Hu; 2017-09-14"
ERR1712164,SAMEA2620221,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.5536, longitudee=70.0128)",,,,14.5536,14.5375,70.0128,70.0244,EBI; 2014-07-17
SRR7084782,SAMN08778132,,,USA: Oregon,46.2320 N 123.8890 W,,,,,,,,JGI; 2018-03-22
SRR1781979,SRS822610,,,USA:North Pacific,,,,,,,,,"University of Georgia, Bryndan Durham; 2015-01-16"
SRR8863853,SAMN10866278,,,Canada: Western Arctic Ocean,75.0007 N 150.0027 W,,,,,,,,JGI; 2019-02-02
SRR6399712,SRS2776333,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR10584542,SRS5759709,,,Netherlands:Wageningen,,,,,,,,,"Wageningen University and Research, JIE LIAN; 2019-12-01"
ERR3586916,ERS493435,,,,"(latituden=35.4002, longitudee=-127.7499)",,,,35.4002,35.4118,-127.7499,-127.7122,EBI; 2019-10-10
SRR3719400,SRS1525416,,,missing,48.7299 N 123.5699 W,,,,,,,,JGI; 2016-06-13
SRR988026,SRS498517,,,,,,,,,,,,"Cornell University, Erin Eggleston; 2013-09-11"
SRR7081583,SAMN08778091,,,Canada: Quebec,47.2704 N 71.2106 W,,,,,,,,JGI; 2018-03-22
SRR5252771,SAMN05384410,,,"Germany: Schloeppnerbrunnen fen II, Fichtel Mountains, northeastern Bavaria",50.131881 N 11.881046 E,,,,,,,,"University of Vienna, Bela Hausmann; 2016-07-13"
SRR3290634,SRS1360347,,,Pacific Ocean,44.562662 S 172.1363 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2016-03-23"
SRR3933463,SAMN05416787,,,Canada:Atlantic,43.858 N 60.157 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
ERR3322235,SAMEA5564709,,,Sweden,,56°55.851,17°03.640,2,,,,,EBI; 2020-07-29
SRR10882121,SRS5988694,,,,,,,,,,,,"Biological Systems Division, Pacific Northwest National Laboratory, Daniel Naylor; 2020-01-13"
SRR10852002,SAMN13753690,,,China: Shanghai,31.15 N 121.42 E,,,,,,,,"East China University of Science and Technology, Yangyang Zhuge; 2020-01-08"
SRR5248412,SRS1972201,,,"USA:Madison, WI, USA",43.078418 N 89.386482 W,,,,,,,,JGI; 2017-01-25
SRR5868086,SRS2384205,,,Hong Kong,22.4256 N 114.2103 E,,,,,,,,"City University of Hong Kong, Yangyang JIA; 2017-07-26"
SRR5196751,SRS1936000,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-01-23"
SRR5500789,SRS2163351,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR5451353,SRS2127021,,,"USA: Wyoming, Yellowstone National Park",44.963 N 110.715 W,,,,,,,,JGI; 2017-01-25
SRR7687293,SRS3665062,,,USA: Georgia,31.4271 N 81.6053 W,,,,,,,,JGI; 2018-05-08
ERR3039585,SAMEA5205791,,,,,,,,,,,,EBI; 2019-08-08
SRR10436139,SAMN13231604,,,Italy: South Tyrol,46.4949 N 11.3403 E,,,,,,,,"RTL Genomics, Lawrence Koenig; 2019-11-07"
SRR7523326,SAMN09631261,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6326564,SRS2717748,,,USA: southeastern coast,34.07 N 81.05 W,,,,,,,,"University of Georgia, Christa Smith; 2017-11-28"
SRR6824236,SRS3034282,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2017-09-11
SRR6349883,SAMN08124335,,,"Australia: Avon, South Australia",34.23288 S 138.30948 E,,,,,,,,"Department of Economic Development, Jobs, Transport and Resources, Helen Hayden; 2017-12-03"
SRR4022175,SRS1611166,,,"USA:Harvard Forest LTER, Petersham, MA, USA",42.471116 N 72.17263 W,,,,,,,,JGI; 2016-08-06
SRR6332223,SRS2722977,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR6048399,SAMN07632858,,,USA: Iowa,42.0266187 N 93.6486594 W,,,,,,,,JGI; 2017-09-11
SRR1810204,SAMN03349309,,,"USA: Narragansett Bay, RI",41.568611 N 71.391944 W,,,,,,,,"WHOI, Harriet Alexander; 2015-02-15"
SRR5208100,SRS1943277,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR6233159,SAMN07631387,,,Atlantic Ocean:Southern Atlantic ocean,,,,,,,,,JGI; 2017-09-11
SRR7153043,SRS3288874,,,Sweden: Stordalen mire,68.3534 N 19.0467 E,,,,,,,,"Australian Centre for Ecogenomics, The University of Queensland, Ben Woodcroft; 2017-05-15"
SRR7523366,SRS3547750,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR7803999,SRS3753224,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
SRR12335213,SAMN14513316,,,Indian Ocean: Subantarctic,46.5954 S 142.0314 E,,,,,,,,JGI; 2020-03-31
SRR5211399,SRS1946108,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
ERR3587080,ERS488332,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=35.759, longitudee=14.2574)",,,,35.759,35.7392,14.2574,14.3321,EBI; 2019-10-10
SRR7803998,SAMN09990294,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
SRR9719627,SRS5126482,,,,,,,,,,,,"Biochemistry and Biotechnology, University of Thessaly, Sotirios Vasileiadis; 2019-07-19"
SRR10584543,SRS5759708,,,Netherlands:Wageningen,,,,,,,,,"Wageningen University and Research, JIE LIAN; 2019-12-01"
SRR7007937,SAMN08778987,,,USA: Wyoming,44.5564 N 110.8321 W,,,,,,,,JGI; 2018-03-22
