group	evalue
Clstr230	Clstr039	1.905e-06
Clstr230	Clstr054	5.82e-05
Clstr230	Clstr066	3.17e-06
Clstr230	Clstr074	5.39e-05
Clstr230	Clstr079	5.185e-06
Clstr230	Clstr083	1.2e-26
Clstr230	Clstr084	1.94e-36
Clstr230	Clstr090	5.58e-05
Clstr230	Clstr091	0.000101
Clstr230	Clstr095	7.17e-06
Clstr230	Clstr127	2.015e-06
Clstr230	Clstr142	3.77e-07
Clstr230	Clstr182	1.215e-06
Clstr230	Clstr217	1.794e-20
Clstr230	Clstr221	2.02e-05
Clstr230	Clstr300	1.845e-06
Clstr230	Clstr323	0.000747
Clstr230	Clstr367	8.93e-09
Clstr230	Clstr436	5.035e-08
Clstr230	Clstr449	1.003e-06
Clstr230	Clstr503	2.6e-06
Clstr230	Clstr617	4.28e-07
Clstr231	Clstr053	2.95e-17
Clstr231	Clstr089	2.59e-11
Clstr231	Clstr093	4.625e-11
Clstr231	Clstr111	1.57e-05
Clstr231	Clstr138	2.715e-05
Clstr231	Clstr270	8.875e-05
Clstr231	Clstr538	1.44e-23
Clstr232	Clstr081	0.001
Clstr232	Clstr272	0.001
Clstr232	Clstr574	2.105e-07
Clstr232	Clstr603	0.001
Clstr232	tombus-noda	1.37e-06
Clstr233	Clstr308	1.69e-07
Clstr234	Clstr147	3.78e-13
Clstr234	Clstr203	0.000298
Clstr235	Clstr062	6.55e-15
Clstr235	Clstr156	5.5e-15
Clstr235	Clstr185	4.7e-10
Clstr235	Clstr400	5.27e-05
Clstr235	Clstr637	7.62e-13
Clstr236	Clstr050	1.275e-10
Clstr236	Clstr379	3.53e-10
Clstr236	Clstr673	0.000346
Clstr237	Clstr282	2.86e-06
Clstr237	Clstr459	1.22e-09
Clstr237	luteo-sobemo	2.64e-05
Clstr238	Clstr203	1.92e-07
Clstr238	Clstr317	1.42e-06
Clstr238	Clstr395	7.27e-08
Clstr238	Clstr487	9.89e-09
Clstr238	Clstr543	7.64e-06
Clstr238	Clstr699	1.175e-05
Clstr239	Clstr031	2.15e-06
Clstr239	Clstr088	0.001
Clstr239	Clstr124	6.28e-07
Clstr239	Clstr154	0.000348
Clstr239	Clstr172	1.12e-05
Clstr239	Clstr200	2.85e-06
Clstr239	Clstr204	1.725e-06
Clstr239	Clstr208	0.0006905
Clstr239	Clstr216	5.635e-07
Clstr239	Clstr288	1.25e-05
Clstr239	Clstr357	1.915e-07
Clstr239	Clstr366	1.11e-06
Clstr239	Clstr396	5.54e-07
Clstr239	Clstr448	1.42e-08
Clstr239	Clstr455	6.35e-05
Clstr239	Clstr456	1.43e-05
Clstr239	Clstr519	6.3e-05
Clstr239	Clstr530	5.94e-05
Clstr239	Clstr545	0.001
Clstr239	Clstr547	0.001
Clstr239	Clstr551	0.000673
Clstr239	Clstr566	9.715e-07
Clstr239	Clstr607	1.338e-08
Clstr239	Clstr612	0.000697
Clstr239	Clstr629	7.69e-06
Clstr239	Clstr645	2.15e-06
Clstr239	Clstr661	0.001
Clstr239	Clstr665	0.000411
Clstr240	Clstr372	3.855e-05
Clstr240	Clstr393	1.975e-05
Clstr240	Clstr452	0.00024
Clstr240	Clstr594	9.155e-05
Clstr241	Clstr045	1.52e-18
Clstr241	Clstr047	8.515e-07
Clstr241	Clstr077	1.89e-06
Clstr241	Clstr103	8.755e-10
Clstr241	Clstr120	3.71e-15
Clstr241	Clstr146	1.15e-16
Clstr241	Clstr153	7.62e-05
Clstr241	Clstr165	1.04e-19
Clstr241	Clstr169	5.42e-09
Clstr241	Clstr196	3.73e-21
Clstr241	Clstr224	2.005e-14
Clstr241	Clstr264	2.1e-14
Clstr241	Clstr306	4.36e-05
Clstr241	Clstr341	4.6e-12
Clstr241	Clstr375	1.7e-07
Clstr241	Clstr377	1.048e-08
Clstr241	Clstr384	6.1e-08
Clstr241	Clstr418	8.88e-05
Clstr241	Clstr527	2.9e-17
Clstr241	Clstr528	3.2e-05
Clstr241	Clstr633	4.685e-07
Clstr241	Clstr635	0.0007205
Clstr241	Clstr646	9.79e-07
Clstr241	Clstr686	1.81e-07
Clstr241	zhaovirus	0.000877
Clstr242	birna-permutotetra	0.000482
Clstr243	Clstr164	0.0003105
Clstr244	Clstr512	8.975e-06
Clstr245	Clstr020	0.0001545
Clstr245	Clstr033	3.25e-13
Clstr245	Clstr040	0.000582
Clstr245	Clstr096	0.001
Clstr245	Clstr140	8.54e-07
Clstr245	Clstr171	6.57e-05
Clstr245	Clstr198	1.505e-05
Clstr245	Clstr226	3.66e-05
Clstr245	Clstr272	0.000175
Clstr245	Clstr570	0.001
Clstr245	Clstr571	5.75e-05
Clstr246	Clstr110	4.99e-10
Clstr246	Clstr118	6.26e-09
Clstr246	Clstr163	3.32e-11
Clstr246	Clstr389	6.45e-08
Clstr246	Clstr471	1.72e-09
Clstr246	Clstr490	4.48e-10
Clstr246	Clstr501	0.000254
Clstr246	Clstr515	3.675e-10
Clstr246	Clstr561	0.000446
Clstr246	Clstr623	0.0006535
Clstr246	Clstr642	7.98e-08
Clstr247	Clstr041	0.001
Clstr247	Clstr219	0.0005425
Clstr247	Clstr220	0.001
Clstr247	Clstr263	0.000721
Clstr247	Clstr321	0.001
Clstr247	Clstr328	9.57e-07
Clstr247	Clstr486	0.000567
Clstr247	Clstr500	0.001
Clstr247	Clstr507	3.88e-06
Clstr247	Clstr576	0.0002085
Clstr247	Clstr597	0.000618
Clstr247	Clstr606	0.000127
Clstr247	Clstr611	0.000413
Clstr247	Clstr650	9.54e-05
Clstr247	Clstr681	1.52e-05
Clstr247	Clstr694	6.42e-05
Clstr248	Clstr388	2.48e-05
Clstr248	Clstr584	1.57e-06
Clstr250	Clstr059	1.59e-07
Clstr250	Clstr097	0.000782
Clstr250	Clstr263	2.14e-07
Clstr250	Clstr299	8.2e-05
Clstr250	Clstr349	8.9055e-16
Clstr250	Clstr500	0.001
Clstr250	Clstr658	0.000196
Clstr251	Clstr149	2.23e-05
Clstr251	Clstr180	6.26e-14
Clstr252	Clstr041	0.001
Clstr252	Clstr173	0.0002945
Clstr252	Clstr299	2.16e-08
Clstr252	Clstr424	0.000772
Clstr252	Clstr442	3.99e-05
Clstr252	Clstr458	2.38e-07
Clstr252	Clstr516	0.001
Clstr252	Clstr597	0.001
Clstr252	Clstr643	0.000105
Clstr253	Clstr260	5.99e-07
Clstr253	Clstr301	8.17e-06
Clstr253	Clstr314	0.000305
Clstr253	Clstr410	5.23e-07
Clstr253	Clstr445	8.97e-05
Clstr255	Clstr041	0.0003845
Clstr255	Clstr184	0.000229
Clstr255	Clstr219	0.000749
Clstr255	Clstr321	0.000411
Clstr255	Clstr500	0.000521
Clstr255	Clstr513	0.000194
Clstr256	Clstr041	0.000461
Clstr256	Clstr097	0.0006865
Clstr256	Clstr104	0.000741
Clstr256	Clstr173	0.000858
Clstr256	Clstr198	0.001
Clstr256	Clstr210	0.000256
Clstr256	Clstr219	0.001
Clstr256	Clstr257	5.45e-11
Clstr256	Clstr442	0.000135
Clstr256	Clstr458	0.000108
Clstr256	Clstr500	0.000104
Clstr256	Clstr540	0.000196
Clstr256	Clstr653	0.001
Clstr257	Clstr041	7e-05
Clstr257	Clstr051	0.000127
Clstr257	Clstr075	0.000714
Clstr257	Clstr097	8.46e-05
Clstr257	Clstr159	0.000875
Clstr257	Clstr173	0.000542
Clstr257	Clstr179	8.445e-05
Clstr257	Clstr188	0.000585
Clstr257	Clstr210	7.71e-05
Clstr257	Clstr219	5.375e-05
Clstr257	Clstr220	0.000242
Clstr257	Clstr256	7.8e-11
Clstr257	Clstr263	0.000136
Clstr257	Clstr276	0.000433
Clstr257	Clstr286	0.001
Clstr257	Clstr302	0.00045
Clstr257	Clstr321	0.000153
Clstr257	Clstr406	0.000599
Clstr257	Clstr416	0.000676
Clstr257	Clstr424	5.51e-05
Clstr257	Clstr429	0.001
Clstr257	Clstr442	7.19e-05
Clstr257	Clstr457	0.000112
Clstr257	Clstr464	0.000451
Clstr257	Clstr486	0.000398
Clstr257	Clstr500	2.56e-05
Clstr257	Clstr597	0.000575
Clstr257	Clstr611	4.11e-05
Clstr257	Clstr653	0.000658
Clstr257	Clstr668	0.000568
Clstr257	Clstr669	0.000329
Clstr257	Clstr675	0.000453
Clstr257	Clstr694	0.000836
Clstr259	Clstr668	9.07e-10
Clstr260	astro-poty	3.43e-05
Clstr260	Clstr049	6.055e-05
Clstr260	Clstr076	0.000308
Clstr260	Clstr080	0.0007805
Clstr260	Clstr134	0.000334
Clstr260	Clstr212	0.000405
Clstr260	Clstr253	6.885e-07
Clstr260	Clstr301	1.55e-10
Clstr260	Clstr314	8.85e-06
Clstr260	Clstr336	0.001
Clstr260	Clstr410	8.605e-10
Clstr260	Clstr445	3.37e-07
Clstr260	Clstr467	0.000182
Clstr260	Clstr477	0.000645
Clstr260	Clstr583	0.000878
Clstr260	Clstr630	0.000164
Clstr260	Clstr668	0.000907
Clstr260	Clstr710	6.86e-05
Clstr260	Clstr712	0.000946
Clstr260	picorna	0.000716
Clstr261	Clstr521	0.000407
Clstr262	Clstr210	0.000278
Clstr262	Clstr364	4.239e-42
Clstr262	Clstr430	0.001
Clstr263	Clstr041	4.125e-07
Clstr263	Clstr051	1.26e-05
Clstr263	Clstr075	8.51e-06
Clstr263	Clstr097	5.28e-06
Clstr263	Clstr135	0.00011
Clstr263	Clstr159	5.265e-05
Clstr263	Clstr173	8.93e-05
Clstr263	Clstr179	0.000698
Clstr263	Clstr184	5.825e-06
Clstr263	Clstr188	8.71e-06
Clstr263	Clstr210	9.24e-07
Clstr263	Clstr219	2.39e-06
Clstr263	Clstr220	3.58e-05
Clstr263	Clstr227	0.001
Clstr263	Clstr247	0.000686
Clstr263	Clstr250	2.23e-07
Clstr263	Clstr257	0.000122
Clstr263	Clstr276	2.095e-06
Clstr263	Clstr286	0.000336
Clstr263	Clstr299	8.915e-05
Clstr263	Clstr321	7.17e-05
Clstr263	Clstr338	0.0003225
Clstr263	Clstr349	1.06e-12
Clstr263	Clstr406	0.000216
Clstr263	Clstr416	6.27e-05
Clstr263	Clstr424	1.79e-06
Clstr263	Clstr439	0.000278
Clstr263	Clstr442	2.11e-06
Clstr263	Clstr457	4.76e-05
Clstr263	Clstr464	0.000224
Clstr263	Clstr475	0.001
Clstr263	Clstr486	2.325e-05
Clstr263	Clstr500	6.9e-07
Clstr263	Clstr507	0.000206
Clstr263	Clstr593	0.000331
Clstr263	Clstr597	0.0002155
Clstr263	Clstr608	0.001
Clstr263	Clstr611	1.06e-06
Clstr263	Clstr643	0.000655
Clstr263	Clstr650	1.33e-06
Clstr263	Clstr658	0.000134
Clstr263	Clstr669	5.42e-07
Clstr263	Clstr681	0.000816
Clstr263	Clstr694	5.23e-06
Clstr264	Clstr045	1.36e-21
Clstr264	Clstr047	1.61e-06
Clstr264	Clstr077	1e-07
Clstr264	Clstr103	3.59e-10
Clstr264	Clstr120	1.46e-15
Clstr264	Clstr146	8.385e-18
Clstr264	Clstr153	0.000215
Clstr264	Clstr165	4.94e-23
Clstr264	Clstr169	2.79e-07
Clstr264	Clstr175	0.001
Clstr264	Clstr196	5.65e-22
Clstr264	Clstr224	2.11e-08
Clstr264	Clstr241	6.98e-15
Clstr264	Clstr306	0.001
Clstr264	Clstr341	1.91e-12
Clstr264	Clstr375	2.18e-06
Clstr264	Clstr377	1.71e-07
Clstr264	Clstr384	8.23e-06
Clstr264	Clstr527	5.23e-28
Clstr264	Clstr528	0.001
Clstr264	Clstr633	1.194e-08
Clstr264	Clstr635	1.941e-06
Clstr264	Clstr646	1.02e-06
Clstr264	Clstr686	5.59e-06
Clstr264	zhaovirus	0.000737
Clstr265	Clstr008	0.000645
Clstr265	Clstr014	0.00052
Clstr265	Clstr019	0.000491
Clstr265	Clstr024	5.89e-05
Clstr265	Clstr029	6.75e-13
Clstr265	Clstr085	3.11e-11
Clstr265	Clstr108	0.001
Clstr265	Clstr113	0.000862
Clstr265	Clstr122	0.0003745
Clstr265	Clstr279	0.0003585
Clstr265	Clstr281	4.68e-12
Clstr265	Clstr588	2.08e-10
Clstr265	Clstr674	0.000861
Clstr266	Clstr070	3.84e-12
Clstr266	Clstr124	0.001
Clstr266	Clstr205	6.44e-13
Clstr266	Clstr216	0.000706
Clstr266	Clstr357	0.00054
Clstr266	Clstr566	8.9e-06
Clstr266	Clstr581	0.0007455
Clstr266	Clstr629	0.000676
Clstr266	Clstr673	3.47e-14
Clstr268	Clstr471	0.000785
Clstr269	Clstr058	2.19e-09
Clstr269	Clstr123	1.15e-09
Clstr269	Clstr297	9.35e-09
Clstr270	Clstr053	0.0001005
Clstr270	Clstr111	7.54e-06
Clstr270	Clstr138	0.0001275
Clstr270	Clstr231	5.645e-05
Clstr270	Clstr538	3.385e-06
Clstr271	Clstr364	1.84e-05
Clstr271	Clstr422	0.000355
Clstr271	Clstr430	5.85e-13
Clstr271	Clstr694	0.0002095
Clstr272	Clstr002	9.34e-10
Clstr272	Clstr003	1.03e-08
Clstr272	Clstr020	4.35e-12
Clstr272	Clstr033	1.54e-06
Clstr272	Clstr096	1.3e-05
Clstr272	Clstr140	0.0001125
Clstr272	Clstr171	0.000495
Clstr272	Clstr198	0.000413
Clstr272	Clstr226	7.52e-07
Clstr272	Clstr245	0.000181
Clstr272	Clstr318	0.001
Clstr272	Clstr380	0.000435
Clstr272	Clstr571	0.0003795
Clstr273	Clstr570	0.000356
Clstr274	Clstr167	0.000191
Clstr276	Clstr041	7.92e-06
Clstr276	Clstr051	3.01e-05
Clstr276	Clstr075	2.18e-05
Clstr276	Clstr082	0.000494
Clstr276	Clstr097	4.48e-07
Clstr276	Clstr107	0.001
Clstr276	Clstr135	0.000187
Clstr276	Clstr159	0.000263
Clstr276	Clstr173	1.93e-06
Clstr276	Clstr179	0.000471
Clstr276	Clstr184	3.825e-06
Clstr276	Clstr188	3.68e-05
Clstr276	Clstr210	5.44e-05
Clstr276	Clstr219	1.39e-05
Clstr276	Clstr220	1.765e-06
Clstr276	Clstr257	0.000397
Clstr276	Clstr263	1.86e-06
Clstr276	Clstr286	3.33e-05
Clstr276	Clstr299	6.2e-08
Clstr276	Clstr302	0.001
Clstr276	Clstr315	0.001
Clstr276	Clstr321	5.22e-06
Clstr276	Clstr338	0.000164
Clstr276	Clstr349	0.000654
Clstr276	Clstr406	2.64e-05
Clstr276	Clstr416	0.000452
Clstr276	Clstr424	4.48e-06
Clstr276	Clstr439	0.000498
Clstr276	Clstr442	3.105e-09
Clstr276	Clstr446	8.97e-05
Clstr276	Clstr457	6.81e-05
Clstr276	Clstr464	0.001
Clstr276	Clstr486	4.03e-06
Clstr276	Clstr500	6.17e-07
Clstr276	Clstr507	0.0006035
Clstr276	Clstr593	1.985e-05
Clstr276	Clstr597	0.000194
Clstr276	Clstr608	0.001
Clstr276	Clstr611	2.27e-07
Clstr276	Clstr650	1.13e-05
Clstr276	Clstr651	0.000481
Clstr276	Clstr653	0.000305
Clstr276	Clstr658	3.51e-05
Clstr276	Clstr669	4.92e-05
Clstr276	Clstr681	0.0001835
Clstr276	Clstr694	3.2e-05
Clstr278	na-daxi	0.000255
Clstr279	Clstr008	6.73e-10
Clstr279	Clstr010	3.085e-05
Clstr279	Clstr014	6.59e-06
Clstr279	Clstr019	4.805e-05
Clstr279	Clstr024	4.2e-05
Clstr279	Clstr029	0.000108
Clstr279	Clstr085	0.000694
Clstr279	Clstr086	1.92e-07
Clstr279	Clstr090	0.001
Clstr279	Clstr108	7.46e-20
Clstr279	Clstr113	6.21e-07
Clstr279	Clstr122	8.56e-08
Clstr279	Clstr265	0.000155
Clstr279	Clstr330	6.1e-08
Clstr279	Clstr476	8.47e-05
Clstr279	Clstr588	3.37e-05
Clstr279	Clstr670	5.605e-13
Clstr279	Clstr674	2.2875e-08
Clstr281	Clstr008	0.001
Clstr281	Clstr024	0.000229
Clstr281	Clstr029	1.04e-12
Clstr281	Clstr085	1.12e-11
Clstr281	Clstr265	4.205e-12
Clstr281	Clstr588	1.07e-05
Clstr281	Clstr674	0.000248
Clstr282	Clstr237	3.98e-06
Clstr282	Clstr329	0.000247
Clstr282	Clstr459	7.78e-05
Clstr282	Clstr710	0.00018
Clstr284	Clstr053	0.000651
Clstr284	Clstr093	0.000764
Clstr284	Clstr362	0.000298
Clstr284	Clstr538	5.08e-05
Clstr285	Clstr174	2.07e-23
Clstr286	Clstr041	0.000107
Clstr286	Clstr051	0.001
Clstr286	Clstr075	0.001
Clstr286	Clstr097	0.000164
Clstr286	Clstr159	0.001
Clstr286	Clstr184	0.0002915
Clstr286	Clstr188	0.001
Clstr286	Clstr210	0.001
Clstr286	Clstr219	0.000134
Clstr286	Clstr220	0.000493
Clstr286	Clstr257	0.001
Clstr286	Clstr263	0.000259
Clstr286	Clstr276	2.775e-05
Clstr286	Clstr321	0.000488
Clstr286	Clstr393	0.000704
Clstr286	Clstr424	0.000504
Clstr286	Clstr442	0.000271
Clstr286	Clstr457	0.0007425
Clstr286	Clstr486	0.000406
Clstr286	Clstr500	0.000119
Clstr286	Clstr611	9.75e-05
Clstr286	Clstr650	0.001
Clstr286	Clstr669	0.001
Clstr288	Clstr031	1.33e-05
Clstr288	Clstr124	1.205e-06
Clstr288	Clstr172	4.39e-05
Clstr288	Clstr200	5.5e-06
Clstr288	Clstr204	3.575e-05
Clstr288	Clstr216	1.065e-07
Clstr288	Clstr239	1.09e-05
Clstr288	Clstr357	1.07e-06
Clstr288	Clstr366	3.37e-05
Clstr288	Clstr369	0.000814
Clstr288	Clstr396	6.86e-06
Clstr288	Clstr448	5.59e-08
Clstr288	Clstr456	0.000213
Clstr288	Clstr519	3.895e-05
Clstr288	Clstr530	0.0007075
Clstr288	Clstr566	1.37e-05
Clstr288	Clstr607	1.36e-07
Clstr288	Clstr612	0.001
Clstr288	Clstr629	7.09e-08
Clstr288	Clstr645	7.515e-05
Clstr288	Clstr665	0.000385
Clstr290	Clstr214	2.495e-22
Clstr290	Clstr300	0.000195
Clstr291	Clstr332	7.705e-05
Clstr291	Clstr431	8.68e-24
Clstr291	Clstr688	2.635e-24
Clstr292	Clstr136	1.22e-05
Clstr292	Clstr423	0.000138
Clstr294	Clstr001	3.54e-08
Clstr294	Clstr100	3.29e-06
Clstr294	Clstr121	1.17e-06
Clstr294	Clstr143	1.89e-16
Clstr294	Clstr369	0.001
Clstr294	Clstr529	0.000682
Clstr294	Clstr580	0.001
Clstr295	Clstr332	3.17e-07
Clstr296	Clstr098	9.96e-12
Clstr297	Clstr058	6.36e-10
Clstr297	Clstr123	8.185e-11
Clstr297	Clstr269	3.21e-09
Clstr298	Clstr063	1.78e-07
Clstr298	Clstr339	0.000383
Clstr298	Clstr360	2.17e-13
Clstr298	Clstr401	1.28e-20
Clstr298	Clstr402	6.47e-09
Clstr298	Clstr481	9.845e-17
Clstr298	Clstr572	1.03e-08
Clstr298	Clstr589	2.44e-06
Clstr298	Clstr677	0.001
Clstr298	Clstr679	0.000484
Clstr299	Clstr041	1.455e-05
Clstr299	Clstr048	9.69e-05
Clstr299	Clstr051	0.00079
Clstr299	Clstr075	3.49e-05
Clstr299	Clstr082	5.46e-05
Clstr299	Clstr097	4.55e-08
Clstr299	Clstr116	0.001
Clstr299	Clstr135	0.000145
Clstr299	Clstr159	0.000463
Clstr299	Clstr173	1.755e-07
Clstr299	Clstr184	4.11e-06
Clstr299	Clstr188	0.000128
Clstr299	Clstr210	0.000216
Clstr299	Clstr219	7.78e-05
Clstr299	Clstr220	3.12e-06
Clstr299	Clstr250	0.00019
Clstr299	Clstr252	9.78e-09
Clstr299	Clstr263	3.86e-05
Clstr299	Clstr276	4.3e-08
Clstr299	Clstr321	2.2e-05
Clstr299	Clstr338	3.11e-05
Clstr299	Clstr389	0.000743
Clstr299	Clstr406	2.355e-06
Clstr299	Clstr416	0.001
Clstr299	Clstr424	6.91e-06
Clstr299	Clstr440	0.001
Clstr299	Clstr442	2.97e-12
Clstr299	Clstr446	1.11e-06
Clstr299	Clstr458	0.001
Clstr299	Clstr486	4.7e-06
Clstr299	Clstr500	5.405e-07
Clstr299	Clstr593	8.86e-05
Clstr299	Clstr597	8.985e-07
Clstr299	Clstr606	0.001
Clstr299	Clstr608	0.0002665
Clstr299	Clstr611	3.38e-08
Clstr299	Clstr631	7.42e-05
Clstr299	Clstr643	0.0001935
Clstr299	Clstr650	8.43e-06
Clstr299	Clstr653	1.62e-05
Clstr299	Clstr658	4.6e-05
Clstr299	Clstr669	8.04e-05
Clstr299	Clstr681	0.000166
Clstr299	Clstr694	1.26e-05
Clstr300	Clstr018	1.09e-08
Clstr300	Clstr025	4.025e-08
Clstr300	Clstr035	2.575e-06
Clstr300	Clstr039	4.95e-07
Clstr300	Clstr054	1.88e-08
Clstr300	Clstr066	4.16e-07
Clstr300	Clstr074	2.81e-11
Clstr300	Clstr079	2.625e-08
Clstr300	Clstr083	2.945e-05
Clstr300	Clstr084	2.385e-07
Clstr300	Clstr090	3.38e-14
Clstr300	Clstr091	1.06e-11
Clstr300	Clstr095	2.465e-09
Clstr300	Clstr127	5.6e-11
Clstr300	Clstr142	3.83e-11
Clstr300	Clstr182	9.005e-07
Clstr300	Clstr217	9.03e-05
Clstr300	Clstr221	3.735e-07
Clstr300	Clstr230	3.52e-06
Clstr300	Clstr290	0.000185
Clstr300	Clstr323	5.81e-10
Clstr300	Clstr367	2.97e-07
Clstr300	Clstr436	0.0001185
Clstr300	Clstr449	0.000139
Clstr300	Clstr503	0.000842
Clstr300	Clstr550	8.28e-06
Clstr300	Clstr617	1.36e-12
Clstr301	astro-poty	4.47e-05
Clstr301	Clstr049	3.54e-05
Clstr301	Clstr134	0.001
Clstr301	Clstr161	0.001
Clstr301	Clstr212	0.001
Clstr301	Clstr253	8.96e-06
Clstr301	Clstr260	1.45e-10
Clstr301	Clstr314	8.17e-07
Clstr301	Clstr410	1.43e-10
Clstr301	Clstr445	1.345e-05
Clstr301	Clstr630	0.000348
Clstr301	Clstr710	0.000783
Clstr302	Clstr041	0.000109
Clstr302	Clstr051	0.000485
Clstr302	Clstr075	0.000238
Clstr302	Clstr097	9.5e-06
Clstr302	Clstr159	1.1e-07
Clstr302	Clstr179	2.09e-05
Clstr302	Clstr219	7.75e-05
Clstr302	Clstr220	0.000132
Clstr302	Clstr257	0.001
Clstr302	Clstr321	9.88e-05
Clstr302	Clstr406	0.000188
Clstr302	Clstr424	0.000265
Clstr302	Clstr442	0.000181
Clstr302	Clstr486	0.001
Clstr302	Clstr500	0.000457
Clstr302	Clstr593	0.000214
Clstr302	Clstr611	6.385e-05
Clstr303	Clstr069	0.001
Clstr303	Clstr322	4.86e-06
Clstr303	Clstr493	0.000624
Clstr303	Clstr532	0.000724
Clstr303	Clstr648	0.001
Clstr304	Clstr130	0.000853
Clstr304	Clstr429	1.19e-07
Clstr304	Clstr591	0.000428
Clstr305	Clstr199	3.32e-15
Clstr305	Clstr320	3.935e-16
Clstr305	Clstr372	0.0005395
Clstr305	Clstr393	3.64e-05
Clstr305	Clstr440	9.2e-13
Clstr305	Clstr520	0.000287
Clstr306	Clstr045	3.695e-06
Clstr306	Clstr047	3.235e-05
Clstr306	Clstr077	4.63e-05
Clstr306	Clstr094	0.001
Clstr306	Clstr120	0.0004915
Clstr306	Clstr146	2.44e-07
Clstr306	Clstr153	0.000343
Clstr306	Clstr165	1.093e-07
Clstr306	Clstr169	1.5e-14
Clstr306	Clstr175	0.0001175
Clstr306	Clstr196	0.000137
Clstr306	Clstr224	2.555e-05
Clstr306	Clstr241	4.135e-05
Clstr306	Clstr264	0.00027445
Clstr306	Clstr341	2.775e-06
Clstr306	Clstr375	1.9e-14
Clstr306	Clstr377	1.415e-11
Clstr306	Clstr384	1.02e-10
Clstr306	Clstr447	0.000247
Clstr306	Clstr527	1.935e-05
Clstr306	Clstr646	0.0001469
Clstr306	Clstr686	7.365e-12
Clstr306	Clstr703	0.001
Clstr306	zhaovirus	0.000739
Clstr307	Clstr383	7.025e-05
Clstr308	Clstr233	2.05e-07
Clstr309	Clstr404	7.55e-06
Clstr309	Clstr474	1.69e-10
Clstr309	Clstr566	6.6e-05
Clstr310	reo	0.000498
Clstr312	Clstr056	1.03e-16
Clstr312	Clstr063	2.135e-06
Clstr312	Clstr679	1.125e-09
Clstr314	Clstr253	0.00029
Clstr314	Clstr260	8.78e-06
Clstr314	Clstr301	7.615e-07
Clstr314	Clstr410	2.845e-06
Clstr315	Clstr097	0.000813
Clstr315	Clstr276	0.000812
Clstr315	Clstr299	0.001
Clstr315	Clstr326	5.87e-06
Clstr315	Clstr424	0.001
Clstr315	Clstr611	0.000119
Clstr315	Clstr669	0.000835
Clstr315	Clstr694	0.000849
Clstr316	Clstr021	3.7e-05
Clstr316	Clstr417	0.0003425
Clstr317	Clstr203	4.44e-06
Clstr317	Clstr238	1.48e-06
Clstr317	Clstr395	6.385e-07
Clstr317	Clstr487	1.049e-06
Clstr317	Clstr543	0.000193
Clstr317	Clstr699	6.68e-05
Clstr318	Clstr460	5.65e-05
Clstr318	Clstr482	0.001
Clstr318	Clstr633	0.001
Clstr319	Clstr460	1.675e-24
Clstr320	Clstr199	3.9e-30
Clstr320	Clstr305	1.4175e-15
Clstr320	Clstr372	0.000529
Clstr320	Clstr393	0.00034
Clstr320	Clstr440	8.085e-35
Clstr321	Clstr041	0.000164
Clstr321	Clstr048	0.0001115
Clstr321	Clstr051	1.86e-05
Clstr321	Clstr059	5.76e-09
Clstr321	Clstr075	2.28e-05
Clstr321	Clstr082	0.000133
Clstr321	Clstr097	3.62e-07
Clstr321	Clstr173	8.92e-05
Clstr321	Clstr179	5.52e-05
Clstr321	Clstr184	5.16e-06
Clstr321	Clstr188	0.000164
Clstr321	Clstr202	0.000344
Clstr321	Clstr210	5.35e-05
Clstr321	Clstr219	5.83e-05
Clstr321	Clstr220	6.78e-06
Clstr321	Clstr247	0.001
Clstr321	Clstr255	0.000355
Clstr321	Clstr257	0.0001775
Clstr321	Clstr263	8.03e-05
Clstr321	Clstr276	6.45e-06
Clstr321	Clstr286	0.000766
Clstr321	Clstr299	2.27e-05
Clstr321	Clstr302	9.21e-05
Clstr321	Clstr328	0.001
Clstr321	Clstr338	4.53e-05
Clstr321	Clstr349	0.001
Clstr321	Clstr363	1.28e-05
Clstr321	Clstr406	0.000134
Clstr321	Clstr416	0.000868
Clstr321	Clstr424	2.24e-05
Clstr321	Clstr439	0.000721
Clstr321	Clstr442	5.86e-06
Clstr321	Clstr446	9.65e-05
Clstr321	Clstr454	0.0002575
Clstr321	Clstr457	0.000239
Clstr321	Clstr464	0.000519
Clstr321	Clstr486	1.795e-05
Clstr321	Clstr500	4.355e-05
Clstr321	Clstr507	0.001
Clstr321	Clstr513	5.925e-05
Clstr321	Clstr558	9.68e-05
Clstr321	Clstr593	1.17e-05
Clstr321	Clstr597	9.24e-06
Clstr321	Clstr606	0.001
Clstr321	Clstr608	0.0002295
Clstr321	Clstr611	1.555e-06
Clstr321	Clstr631	0.000162
Clstr321	Clstr650	0.000236
Clstr321	Clstr651	0.000896
Clstr321	Clstr658	5.64e-05
Clstr321	Clstr669	0.000373
Clstr321	Clstr681	6.04e-05
Clstr321	Clstr694	3.97e-06
Clstr322	Clstr303	6.14e-06
Clstr322	Clstr337	5.63e-12
Clstr322	Clstr365	1.22e-08
Clstr322	Clstr374	3.12e-09
Clstr323	Clstr018	2.56e-11
Clstr323	Clstr023	0.001
Clstr323	Clstr025	4.955e-10
Clstr323	Clstr026	0.000421
Clstr323	Clstr035	5.99e-07
Clstr323	Clstr039	1.23e-06
Clstr323	Clstr054	2.28e-09
Clstr323	Clstr066	4.37e-09
Clstr323	Clstr074	4.1e-16
Clstr323	Clstr079	2.765e-16
Clstr323	Clstr083	0.0002275
